run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v1_B_base_gemini_20260602T145826995776,v1,v1+pab4c31d68489+t6cdb53d5d7b8,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_gemini_20260602T145826995776,v1,v1+pab4c31d68489+t6cdb53d5d7b8,base,M04_clarify_then_url,True,missing_info,provider_error,fetch,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.1-flash-lite\nPlease retry in 37.053209084s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-3.1-flash-lite', 'location': 'global'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '37s'}]}}"
v1_B_base_gemini_20260602T145826995776,v1,v1+pab4c31d68489+t6cdb53d5d7b8,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_gemini_20260602T145826995776,v1,v1+pab4c31d68489+t6cdb53d5d7b8,base,M06_switch_tool,True,wrong_tool,provider_error,lookup,,False,False,False,"ClientError: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 15, model: gemini-3.1-flash-lite\nPlease retry in 32.635635189s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.1-flash-lite'}, 'quotaValue': '15'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}"
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R12_confirm_before_send,False,wrong_boundary,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'yes_no', got 'text'"
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_gemini_20260602T150146694851,v2,v2+pab4c31d68489+teaaf3ce91e2c,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_gemini_20260602T151429269177,v3,v3+pc37db15027c7+tb50d674754d3,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
